UpOctUL,UpOctDL,ConnMean,AttOutExecInterXn,SuccOutInterXn,ULMeanNL,MaxTxPower,TransRateMean,RSRP,RSRQ,Label
5871.21,87401,8,110,7,-93,268,239,-92,-13,4
5867.96,87393.2,10,122,54,-98,219,260,-89,-12,4
31919.9,479948,10,159,35,-100,197,203,-96,-13,4
19401,155255,8,114,106,-123,168,158,-106,-15,1
44541.7,352931,13,191,188,-127,295,227,-93,-13,2
54311.5,435185,10,142,141,-110,139,162,-106,-15,1
11475.9,91580.1,10,142,128,-116,153,174,-105,-15,1
12525.9,99426.1,9,134,130,-113,142,67,-124,-17,1
23771.9,189248,13,220,216,-84,337,235,-94,-13,3
24283.3,194711,7,106,101,-128,150,108,-114,-16,1
73599.9,581182,12,194,181,-107,346,243,-91,-13,3
46902.5,374002,10,167,160,-131,240,212,-95,-13,0
20230.4,301730,8,134,20,-92,248,234,-92,-13,4
21989.2,179100,13,219,213,-88,333,256,-88,-12,3
9707.77,76544.1,6,88,80,-132,140,171,-103,-15,1
18309.3,274262,7,111,26,-108,231,242,-91,-13,4
3358.85,49958.4,11,143,42,-97,215,239,-94,-13,4
2888.57,23082.1,10,134,132,-132,367,252,-90,-12,2
8746.79,69068.3,15,223,220,-85,356,262,-90,-12,3
39946.1,318082,8,110,105,-110,240,206,-97,-14,0
43797.3,357338,12,176,170,-97,327,242,-90,-12,3
9884.9,81860.8,7,112,102,-135,137,157,-107,-15,1
63681.8,520911,13,203,194,-106,322,231,-92,-13,3
22794.9,179653,10,148,145,-118,142,232,-92,-13,1
20706.8,167876,15,215,195,-93,339,259,-90,-13,3
12669.8,189193,10,149,5,-101,209,237,-93,-13,4
44673.2,356338,11,160,154,-118,341,218,-97,-13,2
43383.4,349198,10,145,140,-112,334,222,-89,-12,2
21370.6,166781,12,169,159,-95,316,262,-91,-12,3
5533.77,44161.3,11,172,170,-125,325,229,-93,-13,2
28200.2,225463,12,171,170,-133,241,203,-101,-14,0
27500.5,411325,10,147,38,-93,243,243,-91,-13,4
11285.2,90410.9,12,157,146,-113,345,255,-89,-12,2
13681.6,112004,10,142,129,-119,254,259,-90,-12,0
17755.1,141857,11,165,159,-108,348,271,-86,-12,3
54907.1,446899,15,251,229,-124,325,263,-88,-12,2
1869.86,28225.8,12,180,46,-84,262,231,-93,-13,4
9237.76,73110.4,9,119,115,-111,240,233,-95,-13,0
55348.1,443288,12,175,173,-118,325,228,-93,-13,2
6493.58,50956,8,127,124,-114,138,198,-100,-14,1
5498.99,82364.3,11,149,1,-96,244,219,-96,-13,4
41516.5,330335,10,149,135,-117,235,248,-91,-13,0
6449.17,51623.4,8,118,110,-110,146,186,-102,-14,1
8395.02,66364.9,10,144,131,-112,140,107,-116,-16,1
70760.9,559549,13,194,179,-90,358,241,-92,-13,3
10520.8,158144,12,178,71,-101,238,201,-99,-14,4
7916.23,118594,11,154,51,-96,242,170,-103,-14,4
6901.03,54759.6,13,186,182,-135,346,256,-89,-12,2
3270.72,26802.9,12,185,171,-86,359,244,-92,-13,3
4750.5,71566.3,11,156,9,-95,218,255,-91,-13,4
2420.98,19056.6,9,122,119,-132,163,238,-95,-13,1
22139.4,332950,10,152,4,-95,244,253,-90,-13,4
5873.49,46512.8,10,162,150,-118,223,233,-91,-13,0
7433.53,59655.3,10,153,151,-91,351,251,-88,-12,3
21295.1,169254,6,84,78,-122,142,169,-104,-14,1
74103.2,592078,13,206,186,-111,265,245,-92,-13,0
3122.67,25340.2,12,185,169,-136,302,228,-95,-13,2
14506.8,114350,11,172,157,-121,328,229,-92,-13,2
57314.9,469360,13,181,163,-110,349,253,-90,-13,2
32630.7,258722,11,172,156,-120,235,227,-94,-13,0
17109,135338,12,179,171,-91,325,247,-91,-12,3
21253.6,170780,10,149,137,-110,248,183,-101,-14,0
6963.83,55388.6,14,218,217,-140,323,230,-94,-13,2
39288.2,312880,13,198,180,-140,234,227,-94,-13,0
7277.93,109493,12,156,69,-89,238,221,-94,-13,4
9463.75,75230,12,196,192,-92,329,263,-89,-12,3
73590.5,586364,13,179,171,-88,334,239,-92,-13,3
5764.01,45344.2,5,79,76,-110,169,236,-91,-12,1
9267.02,74237,7,97,87,-109,134,201,-99,-14,1
42977.9,350165,13,182,167,-119,237,244,-94,-13,0
56683.6,450412,10,146,134,-112,163,200,-97,-14,1
17531.5,140793,10,148,142,-124,240,235,-91,-13,0
2036.63,16662.8,8,124,123,-126,196,206,-95,-13,1
10907.6,86560.8,11,169,154,-84,337,234,-92,-13,3
16733.7,132585,12,171,170,-122,252,195,-98,-14,0
81074.4,649036,15,252,236,-126,325,269,-91,-13,2
3561.53,28476.6,12,170,164,-110,302,257,-91,-13,2
58360.3,459844,11,151,137,-117,363,236,-92,-13,2
33313.1,497970,12,199,11,-99,249,223,-94,-13,4
27358.1,218146,11,169,169,-112,154,144,-109,-15,1
7460.59,59196.9,7,98,92,-113,161,194,-101,-14,1
70624.4,565820,13,180,167,-89,317,215,-95,-13,3
38246.1,304217,11,178,168,-118,159,169,-105,-15,1
6041.06,48112.6,10,167,158,-108,247,234,-96,-13,0
35890.2,278629,8,133,132,-129,151,107,-113,-16,1
19862.9,298972,10,138,13,-106,277,250,-90,-13,4
1644.95,24843.8,12,199,85,-86,241,221,-93,-13,4
62615.5,502006,11,156,143,-91,324,262,-85,-12,3
22343.8,179901,10,155,144,-112,129,206,-98,-14,1
8583.63,128923,14,214,104,-92,246,237,-92,-13,4
4144.35,32600.9,7,95,86,-119,172,216,-97,-14,1
6143.79,50047.1,11,177,171,-110,226,223,-95,-13,0
4892.67,73031.8,10,168,43,-102,259,222,-94,-13,4
8596.12,70206.4,16,238,231,-122,304,249,-92,-13,2
3825.67,30654.8,14,198,190,-93,366,260,-89,-13,3
7677.17,115034,10,151,28,-99,203,207,-98,-14,4
7782.64,60096.6,14,225,223,-115,303,212,-96,-14,2
6933.59,55879.8,12,171,154,-93,320,239,-92,-13,3
14395.2,115301,12,190,182,-118,252,224,-95,-13,0
15103.7,121677,11,173,165,-118,327,216,-95,-13,2
5663.6,84764.6,10,143,22,-89,248,234,-94,-13,4
32198.9,258661,10,167,161,-123,175,168,-104,-15,1
61845.9,493284,11,171,156,-91,335,236,-93,-13,3
60630.2,483399,10,139,127,-106,251,247,-90,-13,0
31019.7,249104,13,172,157,-116,223,265,-90,-13,0
6398.38,95481.2,9,143,64,-93,257,237,-93,-13,4
29738.6,450746,12,198,73,-94,224,231,-91,-13,4
8240.71,66405.2,9,136,126,-90,309,232,-91,-13,3
13289.4,199890,11,159,31,-101,252,275,-87,-12,4
64947.2,521295,11,178,172,-106,247,212,-95,-13,0
9176.37,139465,14,206,75,-94,242,210,-98,-14,4
19980.6,160768,15,208,197,-88,315,244,-90,-12,3
8637.13,69253.2,10,148,148,-124,373,239,-91,-13,2
39213.7,314642,11,151,138,-116,337,207,-96,-13,2
52751.3,431271,12,189,183,-108,233,212,-96,-13,0
4726.89,71640.7,8,127,29,-105,235,246,-93,-13,4
3663.84,29011.3,12,159,154,-116,110,31,-129,-18,1
38963.4,305250,11,188,169,-115,327,208,-95,-13,2
39390.3,587168,13,206,3,-95,261,218,-96,-13,4
6381.45,50896.4,11,144,131,-121,291,240,-90,-13,2
7688.59,60875.2,10,137,125,-122,129,111,-115,-16,1
46401.5,371873,9,148,142,-90,348,250,-88,-12,3
16286.6,248388,11,166,65,-99,223,242,-90,-12,4
2697.73,21775.6,10,155,148,-87,308,261,-90,-13,3
41863.1,328522,12,164,155,-97,318,265,-88,-12,3
26935.3,215623,11,189,186,-89,348,274,-86,-12,3
29710.2,242970,11,156,149,-117,229,243,-93,-13,0
20075.5,162163,7,100,90,-112,126,217,-92,-13,1
20165,303367,12,171,37,-94,251,221,-96,-13,4
38620.6,313918,11,176,165,-93,343,256,-89,-12,3
47367.5,372972,12,183,166,-106,252,218,-94,-13,0
49766.1,399751,11,146,132,-128,240,256,-91,-13,0
7513.19,60680.8,5,72,72,-137,147,153,-108,-15,1
49415.2,396533,13,187,176,-112,325,211,-97,-13,2
18488.2,148411,13,198,179,-117,226,234,-95,-13,0
13738.5,110815,12,186,174,-87,333,233,-95,-13,3
13127.3,195353,9,127,15,-89,230,187,-102,-14,4
4270.94,33566,13,177,176,-94,339,229,-93,-13,3
22272.7,177121,5,79,76,-119,170,149,-107,-15,1
19355.8,157445,7,107,96,-106,140,228,-96,-13,1
25969.4,204814,10,146,139,-119,149,232,-96,-13,1
4160.7,62033.3,9,137,21,-93,234,226,-93,-13,4
29537.3,233709,10,144,139,-126,145,196,-98,-14,1
20663.4,307237,14,195,50,-97,219,226,-94,-13,4
1946.09,29278.7,12,195,21,-95,232,237,-92,-13,4
5609.43,44500.3,9,120,116,-99,270,206,-95,-13,0
21464.5,172474,8,116,108,-127,128,157,-107,-15,1
76104.9,607784,13,202,182,-91,357,252,-91,-12,3
6060.57,49121.4,10,138,128,-124,257,206,-96,-14,0
29163.8,232439,14,197,182,-113,338,227,-93,-13,2
15859.1,240505,9,141,7,-97,253,223,-93,-13,4
19771.2,299202,14,201,68,-92,229,190,-100,-14,4
35537.1,538888,11,170,15,-101,238,181,-103,-14,4
8742.15,70036.4,11,173,163,-108,143,149,-108,-15,1
25064.1,378342,9,119,37,-104,220,161,-105,-15,4
11465.2,92706.4,10,161,145,-124,253,232,-94,-13,0
3387.22,27372.8,12,200,188,-91,339,280,-89,-13,3
28186.5,226112,13,193,185,-87,343,263,-88,-12,3
26491.2,395865,11,184,0,-89,247,241,-95,-13,4
21562.2,173710,9,141,132,-105,137,223,-95,-13,1
25025.8,203102,11,145,144,-98,323,253,-87,-12,3
42610.6,339712,11,178,162,-114,232,268,-88,-12,0
40884,322809,9,137,135,-114,146,170,-104,-14,1
18663.1,146658,11,169,161,-105,357,262,-89,-12,2
15641.3,126195,14,194,194,-83,321,242,-93,-13,3
11056.4,87744.9,12,189,170,-121,133,159,-107,-15,1
8251.12,66823.2,10,154,144,-116,151,187,-104,-14,1
77750.4,631661,14,210,199,-113,344,222,-95,-13,2
3306.72,26521.1,11,164,158,-90,313,238,-94,-13,3
56081.5,452183,10,145,145,-90,364,193,-100,-14,3
25336.7,206612,8,130,122,-134,257,207,-97,-14,0
6860.93,54355.6,11,168,156,-115,243,203,-99,-14,0
4588.92,69129.6,11,158,69,-89,254,201,-100,-14,4
10086,81106,9,138,127,-94,335,218,-97,-14,3
22136.7,174822,8,126,119,-117,135,159,-107,-15,1
19015.8,283752,12,183,56,-90,249,253,-90,-13,4
60657.6,480328,11,156,150,-92,334,259,-89,-12,3
6164.19,91537.6,10,149,35,-90,231,254,-90,-13,4
18681.2,147368,6,87,81,-123,151,220,-97,-14,1
6387.08,51037.4,8,124,115,-123,226,238,-90,-13,0
11637.8,93621.6,11,172,159,-109,153,222,-95,-13,1
5447.49,81732.9,9,146,57,-99,217,258,-92,-13,4
64159.4,519171,12,164,149,-128,236,237,-93,-13,0
37151.8,291328,13,202,200,-94,344,230,-94,-13,3
18416.4,145287,15,240,227,-112,336,251,-91,-13,2
5145.42,41061.1,10,150,143,-115,216,207,-97,-13,0
19418.6,291302,11,169,43,-98,262,226,-94,-13,4
63566,517562,11,170,158,-95,338,214,-93,-13,3
29033.9,229616,13,185,176,-85,333,224,-92,-13,3
12185.8,96088.4,7,104,100,-119,158,131,-112,-16,1
76981,610575,15,218,211,-104,320,227,-95,-13,3
22219.1,175714,8,114,112,-118,159,104,-115,-16,1
3342.54,50383.5,11,164,26,-95,248,228,-94,-13,4
85593.1,685024,16,255,235,-92,306,253,-88,-12,3
20975.7,165932,9,134,122,-125,136,216,-95,-13,1
7276.85,58988.7,13,177,168,-126,303,244,-90,-13,2
22691.7,340983,12,191,10,-89,245,233,-92,-13,4
33505.9,271845,10,155,142,-117,326,246,-90,-13,2
37216.4,296186,12,184,170,-92,311,244,-92,-13,3
17771,270740,9,139,26,-101,227,240,-92,-13,4
29574,234982,14,189,174,-124,343,264,-89,-12,2
19109.2,286999,12,190,68,-97,234,210,-96,-13,4
26934.4,212706,12,181,179,-133,326,278,-88,-12,2
12610.3,100070,7,110,105,-123,136,168,-105,-15,1
57058.3,460808,14,186,180,-92,311,209,-96,-14,3
16863.6,136552,8,124,118,-112,128,103,-116,-16,1
12290.2,97810.7,14,206,189,-90,332,250,-91,-13,3
14987.7,223788,10,153,11,-93,256,208,-100,-14,4
66226.5,526043,12,176,160,-120,250,234,-90,-13,0
11731.4,175701,10,151,44,-87,235,220,-96,-13,4
41707.8,334855,7,112,106,-119,162,158,-108,-15,1
6803.54,102716,9,139,53,-86,220,226,-92,-13,4
19477.9,157455,12,166,154,-85,318,248,-90,-12,3
29836.9,237544,9,126,121,-130,248,227,-92,-13,0
4862.18,39020.5,9,133,128,-121,143,203,-98,-14,1
10011.3,82028,9,135,130,-110,246,226,-91,-13,0
26334.6,210110,12,184,169,-86,310,236,-91,-13,3
50904.3,409980,11,165,156,-103,220,251,-90,-13,0
3401.4,51085.1,11,149,30,-95,253,220,-97,-13,4
59246.6,473444,10,149,148,-123,170,211,-97,-14,1
18493.3,146168,8,111,102,-107,254,227,-93,-13,0
9317.45,139908,11,172,1,-103,212,188,-99,-14,4
13404.5,202966,9,143,12,-93,219,229,-93,-13,4
16854.9,135288,12,171,164,-109,248,221,-95,-13,0
22825.4,181810,14,205,193,-93,332,255,-89,-13,3
12843.6,101376,11,158,155,-127,179,199,-100,-14,1
3473.27,27974.8,12,175,174,-92,332,242,-94,-13,3
51368.3,410078,9,128,124,-120,144,106,-115,-16,1
31288.6,243689,13,193,187,-112,229,223,-96,-14,0
7400.04,112365,12,183,32,-89,263,232,-92,-13,4
28967.2,231238,13,204,193,-116,220,259,-92,-12,0
6578.04,52850,12,193,191,-114,254,213,-96,-13,0
57307.2,459797,12,178,175,-115,346,272,-87,-12,2
29074.7,230395,10,152,145,-116,262,237,-95,-13,0
38465.9,308378,10,144,133,-113,113,167,-104,-14,1
26087.8,209706,12,194,191,-94,328,248,-91,-13,3
12655.6,102510,10,156,155,-90,346,281,-88,-12,3
3600.01,28750.5,12,185,173,-126,131,150,-108,-15,1
6783.08,101195,9,135,22,-95,230,243,-93,-13,4
14017.5,112003,9,146,136,-130,222,228,-93,-13,0
17180.9,138843,13,190,171,-91,355,236,-91,-13,3
33422.5,267688,14,251,234,-92,355,226,-92,-13,3
3582.59,28883.6,14,204,201,-94,310,230,-95,-13,3
7109.57,56133.2,12,175,174,-135,310,205,-99,-14,2
22101.5,175515,8,128,127,-117,151,94,-118,-17,1
1905.87,15167.1,7,110,104,-110,117,7,-134,-19,1
21162.8,169574,9,133,120,-133,335,215,-96,-13,2
35238.5,275336,9,138,131,-106,229,253,-91,-13,0
4387.38,35119.2,8,117,106,-137,144,176,-102,-14,1
66799.7,540712,13,228,210,-88,344,247,-89,-12,3
7203.89,58618.5,7,114,112,-131,232,252,-92,-13,0
2302.86,18358,4,60,54,-126,183,211,-95,-13,1
11934,177744,10,145,8,-101,222,251,-90,-13,4
34110,271813,10,147,138,-90,322,281,-87,-12,3
4956.03,74175.6,9,142,59,-92,245,244,-91,-13,4
7126.62,107065,11,175,3,-95,249,235,-95,-13,4
63963.8,506280,13,210,194,-94,329,272,-89,-12,3
18349.2,274174,12,196,27,-96,238,220,-96,-13,4
40906.9,323689,7,99,91,-131,144,240,-93,-13,1
7650.73,61913.9,7,102,100,-107,152,197,-101,-14,1
63512.4,503691,16,250,234,-95,313,211,-96,-13,3
2995.28,23938.5,10,146,140,-127,320,244,-89,-13,2
1931.2,15444.2,7,106,98,-132,152,198,-101,-14,1
27415.7,413983,12,184,36,-95,237,191,-99,-14,4
50901.4,413754,13,177,159,-84,340,241,-90,-13,3
40074.7,321167,11,156,155,-110,233,256,-91,-13,0
40196.2,324960,7,107,102,-125,154,189,-100,-14,1
40280.4,321342,8,126,123,-112,137,209,-98,-14,1
11688,174430,13,199,53,-95,240,224,-94,-13,4
3858.28,30341.3,14,217,211,-120,323,237,-90,-13,2
29532.1,233684,9,126,123,-124,121,184,-101,-14,1
9608.74,76387.9,7,115,105,-104,137,133,-111,-16,1
13283.7,107305,9,139,129,-116,236,221,-95,-13,0
37265.5,291568,9,132,130,-122,225,225,-98,-14,0
70149.9,547099,11,165,158,-107,133,185,-102,-14,1
5850.12,46295.3,11,154,140,-90,378,237,-92,-13,3
41949.5,336200,9,140,139,-115,158,206,-100,-14,1
7456.33,60262.5,13,197,189,-115,266,226,-94,-13,0
57669.2,466978,13,178,161,-94,351,249,-92,-13,3
3469.87,27447.1,12,180,171,-91,349,263,-89,-12,3
3118.43,46817.4,12,197,86,-81,228,217,-96,-13,4
43152.9,342965,9,123,122,-120,219,193,-99,-14,0
23896,191392,7,102,97,-117,158,139,-108,-15,1
27317.3,220957,10,160,150,-109,304,256,-87,-12,2
18786.5,146514,15,213,211,-125,321,260,-87,-12,2
23754.3,358042,10,157,33,-89,267,246,-92,-13,4
80430.4,653547,15,209,189,-98,336,269,-86,-12,3
8687.77,69183.6,8,115,112,-118,151,194,-99,-14,1
20770.2,317316,12,183,87,-104,229,237,-92,-13,4
22799.3,339134,12,150,10,-88,240,209,-95,-13,4
5725.84,85356,9,136,17,-99,242,256,-88,-12,4
3658.16,29449.4,14,198,180,-114,355,239,-93,-13,2
2772.45,22094.4,10,145,141,-134,222,180,-100,-14,0
31547.5,253253,11,173,163,-125,248,215,-95,-13,0
57658.6,457862,11,162,146,-127,164,170,-106,-15,1
31114.1,247913,12,197,193,-107,244,201,-97,-13,0
6573.37,52081.7,8,110,103,-118,243,229,-99,-14,0
11784.8,94335,13,204,186,-127,242,222,-96,-13,0
8250.74,124765,9,128,18,-95,251,234,-95,-13,4
14535.2,114369,8,120,116,-123,245,237,-92,-13,0
67966.6,539299,11,168,154,-89,352,256,-90,-12,3
52335.7,411504,12,164,148,-108,234,253,-92,-13,0
73334,592441,13,184,183,-138,353,269,-87,-12,2
16842.1,256205,10,164,31,-86,224,206,-94,-13,4
69982.1,547959,15,217,215,-121,327,278,-87,-12,2
19641.9,156905,12,180,169,-121,337,283,-86,-12,2
15934.1,126523,11,177,169,-81,332,217,-93,-13,3
12006.3,183212,10,136,25,-100,217,220,-93,-13,4
7315.14,110088,8,110,0,-88,204,177,-102,-14,4
28765.6,428905,11,160,53,-86,236,235,-94,-13,4
32045.9,255778,10,164,154,-140,150,210,-99,-14,1
20768,164267,6,92,90,-128,141,196,-101,-14,1
27026.4,217791,12,184,171,-95,353,267,-87,-12,3
32217.4,250437,13,194,190,-113,324,233,-94,-13,2
41032.9,329858,14,183,173,-87,321,243,-92,-13,3
26567.9,210905,11,177,174,-115,167,179,-102,-14,1
4762.7,71076.3,8,114,52,-93,246,230,-94,-13,4
4008.63,31782.6,15,226,223,-123,321,231,-94,-13,2
28933,426974,10,144,66,-98,238,183,-104,-14,4
68046.2,547781,14,220,217,-108,335,259,-90,-12,2
80350.7,648829,14,214,195,-123,237,238,-90,-12,0
4086.67,32473,7,94,93,-115,156,223,-92,-13,1
52048.9,414651,11,162,150,-101,343,274,-87,-12,3
9193,72971.7,15,198,186,-114,322,272,-88,-12,2
3511.52,52426.8,12,184,67,-95,221,233,-92,-13,4
61075.4,487565,18,256,238,-93,347,261,-88,-12,3
3624.04,28620.4,12,185,181,-112,341,224,-95,-13,2
28243.6,228019,9,145,137,-120,251,215,-96,-13,0
8267.98,125238,11,161,39,-93,258,246,-90,-13,4
11234.7,168930,12,177,78,-106,245,206,-97,-14,4
15038.8,120043,13,177,165,-90,339,255,-91,-13,3
37572.4,299598,11,174,163,-107,224,190,-100,-14,0
73227.4,597466,15,222,204,-91,361,235,-92,-13,3
7902.61,64440.2,13,191,180,-90,312,226,-94,-13,3
23119.1,344004,8,109,14,-93,236,211,-99,-14,4
38547.1,309309,9,137,128,-115,164,168,-104,-15,1
23957.2,362554,11,157,18,-102,255,192,-101,-14,4
13772.1,111354,8,105,99,-109,145,202,-100,-14,1
7177.61,57879.8,9,128,119,-119,233,257,-88,-12,0
16608.2,134855,15,205,200,-120,247,196,-97,-13,0
2575.29,20029.2,9,134,126,-110,248,269,-90,-13,0
24442.4,191035,9,129,122,-117,146,184,-102,-14,1
2306.78,18700.3,8,117,108,-121,133,193,-100,-14,1
2305.28,34541.1,15,223,24,-104,228,249,-92,-13,4
25728.5,202757,6,92,86,-124,140,139,-109,-15,1
54134.2,434464,11,156,149,-117,238,221,-96,-13,0
16567,132474,12,176,169,-125,327,237,-90,-13,2
61208.9,494330,12,179,168,-89,302,227,-92,-13,3
31778.1,252718,8,136,134,-116,151,134,-112,-15,1
5199.22,77158.4,11,180,69,-90,245,220,-93,-13,4
29066.6,233150,9,151,146,-95,355,244,-92,-13,3
26620.1,219836,13,216,206,-112,332,220,-92,-13,2
20922.5,168086,13,184,183,-143,351,229,-94,-13,2
56399,453382,15,193,182,-87,337,240,-92,-13,3
33737.7,269048,12,186,179,-87,347,240,-92,-13,3
29040.9,430532,10,149,22,-95,233,242,-92,-13,4
27828.2,220551,9,136,127,-108,168,198,-98,-14,1
67229.4,529558,13,211,205,-113,237,245,-90,-13,0
8517.02,68567.6,10,157,152,-140,352,266,-86,-12,2
7372.3,58675.7,8,125,122,-137,148,169,-105,-15,1
3681.02,54249.4,11,171,40,-89,241,247,-89,-13,4
35082.7,520124,13,200,28,-91,250,226,-92,-13,4
15285.7,122651,14,199,186,-92,313,244,-93,-13,3
3701.33,30180.7,14,198,179,-110,339,247,-91,-13,2
26607.9,393976,11,162,36,-88,243,246,-93,-13,4
7675.41,61277.9,9,130,122,-113,161,182,-101,-14,1
14767.4,116088,10,153,145,-119,316,231,-94,-13,2
5998.59,48312.2,11,170,161,-88,333,237,-94,-13,3
37078.3,559124,13,198,91,-97,216,208,-98,-13,4
70884.7,561629,13,185,173,-124,317,216,-94,-13,2
38803,310085,8,113,108,-123,161,161,-104,-15,1
66881.6,534404,13,209,199,-114,333,212,-95,-13,2
66831.8,527271,13,198,196,-141,316,199,-99,-14,2
7949.52,63148.7,10,163,150,-105,231,244,-90,-13,0
19385.1,152055,9,138,132,-122,235,243,-92,-13,0
30411.6,247598,12,181,174,-113,244,230,-93,-13,0
19201.7,155750,13,190,185,-102,362,260,-89,-12,3
8309.07,66475,10,158,158,-120,224,241,-91,-13,0
39372,310734,12,174,159,-115,316,231,-91,-13,2
43105.9,343598,13,202,194,-87,319,244,-92,-13,3
1721.44,25940,11,172,23,-102,237,256,-91,-13,4
5577.38,44928.9,7,108,98,-117,156,170,-104,-15,1
1572.72,23573.1,10,164,56,-97,227,238,-92,-13,4
7436.25,58751.6,9,152,149,-109,157,196,-100,-14,1
7559.37,62205.7,9,126,122,-141,217,209,-94,-13,0
3330.01,26938.5,12,185,170,-92,339,227,-95,-13,3
24334.2,364049,14,211,97,-100,237,206,-96,-13,4
40069.7,319125,14,190,180,-88,314,241,-92,-13,3
6435.98,50987.2,10,147,142,-130,129,187,-102,-14,1
76268.5,607028,13,181,176,-86,312,219,-96,-13,3
34182.9,272534,14,235,225,-89,350,214,-98,-14,3
10360.6,154231,12,172,56,-97,243,246,-92,-13,4
10683.7,161570,11,179,58,-90,215,249,-92,-13,4
2039.79,30652,8,116,34,-96,232,208,-99,-14,4
10920.7,87082.1,9,142,134,-109,322,271,-87,-12,3
49408.8,398941,11,152,138,-119,249,269,-87,-12,0
5339.74,42009.4,10,144,130,-124,244,214,-94,-13,0
31747.8,253777,11,152,138,-112,343,233,-93,-13,2
24866,198125,5,76,71,-113,134,223,-94,-13,1
2497.55,19833.7,9,139,135,-110,244,237,-91,-13,0
18860,281261,7,104,16,-99,232,224,-94,-13,4
28555.7,231204,10,162,161,-89,325,239,-88,-13,3
35813.4,535717,13,207,60,-108,212,198,-102,-14,4
36419.7,292307,11,161,149,-111,311,229,-95,-13,2
40363.3,325397,8,105,99,-119,165,220,-97,-14,1
7089.45,56313.4,8,113,108,-110,156,138,-109,-15,1
25099.5,197147,6,81,81,-130,137,150,-106,-15,1
16767.6,250438,11,175,56,-95,228,212,-97,-14,4
62220.5,507888,13,209,207,-89,336,241,-92,-13,3
25636.5,381914,13,188,39,-96,236,233,-92,-13,4
44831.1,358584,10,138,128,-114,151,177,-102,-14,1
6841.72,54703.7,11,159,145,-133,306,253,-89,-12,2
7986.25,118683,10,147,45,-90,271,248,-92,-13,4
36484.9,283403,9,135,128,-141,158,205,-99,-14,1
13983.8,111611,9,140,130,-138,165,226,-95,-13,1
2990.01,24179.3,11,178,166,-114,236,238,-91,-13,0
63852.3,515740,15,210,201,-94,362,258,-90,-13,3
7861.57,62557.6,13,185,172,-131,238,194,-100,-14,0
10848.5,87117.5,10,152,140,-109,332,204,-98,-14,2
11731.1,94417.5,14,204,203,-124,335,263,-91,-13,2
38452.7,301126,12,171,155,-117,337,260,-89,-12,2
11126.3,87869,9,142,131,-109,261,217,-96,-14,0
12327.9,182760,10,154,43,-91,253,225,-95,-13,4
10215.6,81451,12,182,170,-132,362,248,-91,-13,2
16640.3,134494,11,139,139,-124,245,240,-92,-13,0
26701.3,398980,11,161,24,-100,245,210,-98,-14,4
67844.3,550497,13,190,189,-95,326,241,-92,-13,3
23507.2,187535,8,114,104,-110,253,251,-89,-12,0
55484.5,438118,13,200,188,-116,336,258,-89,-12,2
2776.75,22610.6,10,157,146,-114,239,229,-93,-13,0
11104.3,89900,8,114,111,-118,240,230,-93,-13,0
5683.36,45699.8,7,119,116,-111,150,243,-93,-13,1
5635.35,45006.5,10,136,126,-110,332,236,-91,-13,2
27242.7,410824,15,216,17,-89,255,202,-96,-13,4
23522.3,189379,14,207,198,-117,342,238,-91,-13,2
12534.7,99140.8,7,111,105,-115,148,199,-100,-14,1
45024.7,363708,9,130,126,-114,264,237,-93,-13,0
59107.8,468874,13,198,188,-110,312,228,-94,-13,2
54302.8,436445,13,196,182,-120,359,228,-93,-13,2
54257.3,431208,10,160,147,-90,330,265,-89,-12,3
4550.1,35966.8,8,143,138,-134,134,172,-104,-14,1
33595.1,274526,11,169,161,-117,162,208,-99,-14,1
2831.92,22909,5,73,69,-118,137,220,-96,-13,1
5711.12,85794.2,9,131,57,-92,235,256,-90,-12,4
7448.16,58560,6,95,95,-119,185,161,-107,-15,1
21741.1,177132,10,154,154,-108,318,249,-90,-12,2
8483.48,127401,11,156,50,-98,242,234,-94,-13,4
38258.4,307435,12,226,212,-116,207,240,-92,-13,0
64090.7,506244,14,223,211,-124,311,256,-89,-12,2
18429,146775,12,178,161,-142,222,254,-89,-12,0
25213.1,204917,11,162,148,-118,311,236,-90,-12,2
2618.72,21040,9,140,137,-108,167,189,-101,-14,1
26127.3,210304,12,168,154,-90,321,265,-88,-12,3
23154.2,184160,13,194,186,-126,239,208,-96,-13,0
39268.1,321723,12,194,189,-100,354,289,-87,-12,3
6863.06,54458.9,8,127,123,-110,233,218,-95,-13,0
7876.1,62946,9,137,127,-125,159,166,-103,-14,1
29231.7,434155,10,166,20,-92,242,232,-93,-13,4
43206,346611,15,245,241,-90,356,252,-90,-13,3
4317.78,65636.9,10,126,29,-98,232,198,-101,-14,4
20633.6,159965,7,116,116,-128,157,153,-107,-15,1
20375,303261,8,125,1,-92,242,172,-102,-14,4
5391.05,80948.8,12,199,20,-96,224,224,-96,-13,4
32653.7,266849,8,133,132,-110,258,246,-90,-13,0
39516.6,318308,11,150,141,-96,350,273,-85,-12,3
6916.99,54703.3,12,175,168,-88,341,266,-89,-12,3
9134.77,72650.6,7,115,110,-113,116,176,-101,-14,1
3094.18,46523.6,10,164,3,-103,224,218,-96,-13,4
9684.62,144273,8,110,17,-89,233,212,-98,-14,4
15811.9,125749,9,146,133,-107,254,207,-96,-13,0
13729.2,105926,13,168,155,-85,319,254,-90,-12,3
14860,118303,11,180,179,-88,323,236,-93,-13,3
